phrase,host,prep,dependant,dependant_case,dependant_lemma,dependant_num,dependant_pos,host_lemma,host_pos,label,corpus
в турецком отеле переквалифицировало,переквалифицировало,в,отеле,loct,отель,sing,NOUN,переквалифицировать,VERB,локатив,taiga
протестуют в Зеленинском саду,протестуют,в,саду,loct,сад,sing,NOUN,протестовать,VERB,локатив,taiga
в Независимом пресс-центре на Пречистенке состояться,состояться,в,пресс-центре,loct,пресс-центр,sing,NOUN,состояться,INFN,локатив,taiga
спроса в первом квартале,спроса,в,квартале,loct,квартал,sing,NOUN,спрос,NOUN,темпоратив,taiga
в YEAR году попал,попал,в,году,loct,год,sing,NOUN,попасть,VERB,темпоратив,taiga
в котором назван,назван,в,котором,loct,который,sing,ADJF,назвать,PRTS,сурсив,taiga
нашел в Интернете,нашел,в,Интернете,loct,интернет,sing,NOUN,найти,VERB,сурсив,taiga
Необходимо в этом вопросе,Необходимо,в,вопросе,loct,вопрос,sing,NOUN,необходимый,ADJS,тематив,taiga
суд в селе Беляевка Оренбургской области,суд,в,селе,loct,сель,sing,NOUN,суд,NOUN,локатив,taiga
складывается в строительном комплексе Петербурга,складывается,в,комплексе,loct,комплекс,sing,NOUN,складываться,VERB,локатив,taiga
"обжаловать в вышестоящей прокуратуре """,обжаловать,в,прокуратуре,loct,прокуратура,sing,NOUN,обжаловать,INFN,локатив,taiga
в Невском районе сгорели,сгорели,в,районе,loct,район,sing,NOUN,сгореть,VERB,локатив,taiga
выполнить в YEAR году,выполнить,в,году,loct,год,sing,NOUN,выполнить,INFN,темпоратив,taiga
находится в хорошем состоянии,находится,в,состоянии,loct,состояние,sing,NOUN,находиться,VERB,ситуатив,taiga
проведена в ноябре YEAR года,проведена,в,ноябре,loct,ноябрь,sing,NOUN,провести,PRTS,темпоратив,taiga
командиру в Буграх полковнику запаса Владимиру Толстому,командиру,в,Буграх,loct,бугор,plur,NOUN,командир,NOUN,локатив,taiga
отделения в городе,отделения,в,городе,loct,город,sing,NOUN,отделение,NOUN,локатив,taiga
сообщили в Следственном комитете России,сообщили,в,комитете,loct,комитет,sing,NOUN,сообщить,VERB,сурсив,taiga
кресло в ближайшем окружении сити-менеджера,кресло,в,окружении,loct,окружение,sing,NOUN,кресло,NOUN,локатив,taiga
эмоциями в Твиттере,эмоциями,в,Твиттере,loct,твиттер,sing,NOUN,эмоция,NOUN,сурсив,taiga
принят в YEAR году,принят,в,году,loct,год,sing,NOUN,принять,PRTS,темпоратив,taiga
дом в NUM минутах от метро»,дом,в,минутах,loct,минута,plur,NOUN,дом,NOUN,темпоратив,taiga
в первом полугодии составила,составила,в,полугодии,loct,полугодие,sing,NOUN,составить,VERB,темпоратив,taiga
