phrase,host,prep,dependant,dependant_case,dependant_lemma,dependant_num,dependant_pos,host_lemma,host_pos,label,,,,
зависят от времени года и погоды,зависят,от,времени,gent,время,sing,NOUN,зависеть,VERB,каузатив,,,,
ключи от сейфа,ключи,от,сейфа,gent,сейф,sing,NOUN,ключ,NOUN,дестинатив,,,,
уклонялся от явки в ФСИН или отправки без уважительных причин,уклонялся,от,явки,gent,явка,sing,NOUN,уклоняться,VERB,потенсив,,,,
потребовали от акционеров,потребовали,от,акционеров,gent,акционер,plur,NOUN,потребовать,VERB,сурсив,,,,
получали от сделки,получали,от,сделки,gent,сделка,sing,NOUN,получать,VERB,сурсив,,,,
получать от своих датчиков,получать,от,датчиков,gent,датчик,plur,NOUN,получать,INFN,сурсив,,,,
избавиться от провинциальных привычек,избавиться,от,привычек,gent,привычка,plur,NOUN,избавиться,INFN,потенсив,,,,
корабля от МКС,корабля,от,МКС,accs,мкс,sing,NOUN,корабль,NOUN,директив,,,,
пострадавших от финансового кризиса,пострадавших,от,кризиса,gent,кризис,sing,NOUN,пострадавший,NOUN,каузатив,,,,
поездки от Северной столицы,поездки,от,столицы,gent,столица,sing,NOUN,поездка,NOUN,директив,,,,
от этого получим,получим,от,этого,gent,это,sing,NPRO,получить,VERB,каузатив,,,,
от этого уменьшается,уменьшается,от,этого,gent,это,sing,NPRO,уменьшаться,VERB,каузатив,,,,
следы от дроби и фрагменты охотничьего патрона,следы,от,дроби,gent,дробь,sing,NOUN,след,NOUN,каузатив,,,,
уклонилась от оценки соответствия перевозчика,уклонилась,от,оценки,gent,оценка,sing,NOUN,уклониться,VERB,потенсив,,,,
составляет от YEAR долларов США,составляет,от,долларов,gent,доллар,plur,NOUN,составлять,VERB,квантитатив,,,,
"следовал от паромной переправы "" Ольхонские ворота """,следовал,от,переправы,gent,переправа,sing,NOUN,следовать,VERB,директив,,,,
выручила от продаж,выручила,от,продаж,gent,продажа,plur,NOUN,выручить,VERB,каузатив,,,,
от реализации части ценных бумаг ССВ Bank of America получил,получил,от,реализации,gent,реализация,sing,NOUN,получить,VERB,каузатив,,,,
